"SID","PMID","DOI","EID","Date","Title"
"84870659220","22692704","10.1002/cncr.27632","2-s2.0-84870659220","2012-12-15","AMG 386 in combination with sorafenib in patients with metastatic clear cell carcinoma of the kidney: A randomized, double-blind, placebo-controlled, phase 2 study"
"84874566567","23108953","10.1093/annonc/mds502","2-s2.0-84874566567","2013-03-01","Phase II randomized, double-blind, placebo-controlled study of AMG 386 (trebananib) in combination with cisplatin and capecitabine in patients with metastatic gastro-oesophageal cancer"
"79959208066","21443688","10.1111/j.1349-7006.2011.01939.x","2-s2.0-79959208066","2011-07-01","YN968D1 is a novel and selective inhibitor of vascular endothelial growth factor receptor-2 tyrosine kinase with potent activity in vitro and in vivo"
"84891373220","23918952","","2-s2.0-84891373220","2013-09-10","Apatinib for chemotherapy-refractory advanced metastatic gastric cancer: results from a randomized, placebo-controlled, parallel-arm, phase II trial."
"84878556100","23435872","10.1007/s40259-013-0014-9","2-s2.0-84878556100","2013-06-01","Regorafenib for gastrointestinal malignancies: From preclinical data to clinical results of a novel multi-target inhibitor"
"84888264541","","10.1053/j.gastro.2013.08.050","2-s2.0-84888264541","2013-12-01","Aurora kinase A promotes inflammation and tumorigenesis in mice and human gastric neoplasia"
"84878746621","23755206","10.1371/journal.pone.0065264","2-s2.0-84878746621","2013-06-05","Small Molecule R1498 as a Well-Tolerated and Orally Active Kinase Inhibitor for Hepatocellular Carcinoma and Gastric Cancer Treatment via Targeting Angiogenesis and Mitosis Pathways"
"82855170849","22101270","10.4161/cc.10.23.18323","2-s2.0-82855170849","2011-12-01","Mechanism of action of the multikinase inhibitor Foretinib"
"84888333580","24218589","10.1073/pnas.1319583110","2-s2.0-84888333580","2013-11-26","Foretinib is a potent inhibitor of oncogenic ROS1 fusion proteins"
"84872548337","23213094","10.1200/JCO.2012.43.3383","2-s2.0-84872548337","2013-01-10","Phase II and biomarker study of the dual MET/VEGFR2 inhibitor foretinib in patients with papillary renal cell carcinoma"
"84866738718","21655918","10.1007/s10637-011-9699-0","2-s2.0-84866738718","2012-08-01","Foretinib (GSK1363089), a multi-kinase inhibitor of MET and VEGFRs, inhibits growth of gastric cancer cell lines by blocking inter-receptor tyrosine kinase networks"
"79953803472","20390419","10.1007/s00280-010-1320-2","2-s2.0-79953803472","2011-02-01","A phase I/II trial of the oral antiangiogenic agent TSU-68 in patients with advanced hepatocellular carcinoma"
"84858334676","22071785","10.1097/JTO.0b013e318238154d","2-s2.0-84858334676","2012-02-01","Phase I clinical study of the angiogenesis inhibitor TSU-68 combined with carboplatin and paclitaxel in chemotherapy-naive patients with advanced non-small cell lung cancer"
"84866735754","21567184","10.1007/s10637-011-9683-8","2-s2.0-84866735754","2012-08-01","A phase i pharmacokinetic study of TSU-68 (a multiple tyrosine kinase inhibitor of VEGFR-2, FGF and PDFG) in combination with S-1 and oxaliplatin in metastatic colorectal cancer patients previously treated with chemotherapy"
"84891557710","22382811","10.1007/s12282-012-0344-3","2-s2.0-84891557710","2014-01-01","A multicenter phase II study of TSU-68, an oral multiple tyrosine kinase inhibitor, in combination with docetaxel in metastatic breast cancer patients with anthracycline resistance"
"84881104603","23764238","10.1016/j.ejca.2013.05.011","2-s2.0-84881104603","2013-09-01","A randomised phase II study of TSU-68 in patients with hepatocellular carcinoma treated by transarterial chemoembolisation"
"84885919561","24045669","10.1038/bjc.2013.555","2-s2.0-84885919561","2013-10-15","Randomised phase II study of S-1/cisplatin plus TSU-68 vs S-1/cisplatin in patients with advanced gastric cancer"
"67449164582","19509175","10.1158/1078-0432.CCR-08-2740","2-s2.0-67449164582","2009-06-15","Phase I trial of pazopanib in patients with advanced cancer"
"84883486172","23833302","10.1158/1078-0432.CCR-13-0427","2-s2.0-84883486172","2013-09-01","Phase I safety, pharmacokinetic and pharmacodynamic evaluation of the vascular disrupting agent ombrabulin (AVE8062) in patients with advanced solid tumors"
"84896039635","24477603","10.1007/s00280-014-2388-x","2-s2.0-84896039635","2014-01-01","An open-label, dose-escalation, safety, and pharmacokinetics phase I study of ombrabulin, a vascular disrupting agent, administered as a 30-min intravenous infusion every 3 weeks in Japanese patients with advanced solid tumors"
"84907270779","25079317","10.1038/nature13480","2-s2.0-84907270779","2014-09-11","Comprehensive molecular characterization of gastric adenocarcinoma"
"79952232216","21296855","10.3322/caac.20107","2-s2.0-79952232216","2011-03-01","Global cancer statistics"
"79956328903","21593862","10.1038/nature10144","2-s2.0-79956328903","2011-05-19","Molecular mechanisms and clinical applications of angiogenesis"
"58149190795","18927275","10.1158/1078-0432.CCR-07-5287","2-s2.0-58149190795","2008-10-15","Pathways mediating resistance to vascular endothelial growth factor-targeted therapy"
"0035871403","11301398","10.1002/1097-0142(20010415)91:8&lt;1500::AID-CNCR1158&gt;3.0.CO;2-M","2-s2.0-0035871403","2001-04-15","Patterns of angiogenesis in nonsmall-cell lung carcinoma"
"33845966075","17067717","10.1016/j.lungcan.2006.09.025","2-s2.0-33845966075","2007-01-01","Prognostic significance of vessel architecture and vascular stability in non-small cell lung cancer"
"43249095919","18463380","10.1056/NEJMra0706596","2-s2.0-43249095919","2008-05-08","Tumor angiogenesis"
"62449124416","19188680","10.1200/JCO.2007.14.5466","2-s2.0-62449124416","2009-03-10","Phase III trial of cisplatin plus gemcitabine with either placebo or bevacizumab as first-line therapy for nonsquamous non-small-cell lung cancer: AVAiL"
"36048982143","17909199","10.1200/JCO.2007.12.3026","2-s2.0-36048982143","2007-10-20","Phase II study of efficacy and safety of bevacizumab in combination with chemotherapy or erlotinib compared with chemotherapy alone for treatment of recurrent or refractory non-small-cell lung cancer"
"79957823572","21621716","10.1016/S0140-6736(11)60545-X","2-s2.0-79957823572","2011-05-28","Efficacy of bevacizumab plus erlotinib versus erlotinib alone in advanced non-small-cell lung cancer after failure of standard first-line chemotherapy (BeTa): A double-blind, placebo-controlled, phase 3 trial"
"79960992697","21829644","10.1371/journal.pone.0022681","2-s2.0-79960992697","2011-08-05","Addition of bevacizumab to chemotherapy in advanced non-small cell lung cancer: A systematic review and meta-analysis"
"84871538217","23180113","10.1093/annonc/mds590","2-s2.0-84871538217","2013-01-01","Systematic review and meta-analysis of randomised, phase II/III trials adding bevacizumab to platinum-based chemotherapy as first-line treatment in patients with advanced non-small-cell lung cancer"
"77955268612","20650686","10.1016/S1470-2045(10)70151-0","2-s2.0-77955268612","2010-08-01","Safety and efficacy of first-line bevacizumab-based therapy in advanced non-squamous non-small-cell lung cancer (SAiL, MO19390): A phase 4 study"
"84906242661","25122429","10.1097/JTO.0000000000000257","2-s2.0-84906242661","2014-01-01","Safety and effectiveness of bevacizumab-containing treatment for non-small-cell lung cancer: Final results of the ARIES observational cohort study"
"84860491472","22056855","10.1093/annonc/mdr463","2-s2.0-84860491472","2012-05-01","Predicting and managing the risk of pulmonary haemorrhage in patients with NSCLC treated with bevacizumab: A consensus report from a panel of experts"
"84855425106","22204724","10.1056/NEJMoa1104390","2-s2.0-84855425106","2011-12-29","Incorporation of bevacizumab in the primary treatment of ovarian cancer"
"84901595989","24807156","10.1097/JTO.0000000000000160","2-s2.0-84901595989","2014-01-01","A correlative biomarker analysis of the combination of bevacizumab and carboplatin-based chemotherapy for advanced nonsquamous non-small-cell lung cancer: Results of the phase II randomized ABIGAIL study (BO21015)"
"84911493241","25115305","10.1093/annonc/mdu199","2-s2.0-84911493241","2014-01-01","Metastatic non-small-cell lung cancer (NSCLC): ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up"
"84866520947","22405734","10.1016/j.critrevonc.2012.02.004","2-s2.0-84866520947","2012-10-01","Multitargeted anti-angiogenic agents and NSCLC: Clinical update and future directions"
"49649123154","18559524","10.1158/0008-5472.CAN-07-6307","2-s2.0-49649123154","2008-06-15","BIBF 1120: Triple angiokinase inhibitor with sustained receptor blockade and good antitumor efficacy"
"67650714103","19522465","10.1021/jm900431g","2-s2.0-67650714103","2009-07-23","Design, synthesis, and evaluation of indolinones as triple angiokinase inhibitors and the discovery of a highly specific 6-methoxycarbonyl-substituted indolinone (BIBF 1120)"
"77958038695","20688946","10.1158/1535-7163.MCT-10-0379","2-s2.0-77958038695","2010-10-01","Phase I safety, pharmacokinetic, and biomarker study of BIBF 1120, an oral triple tyrosine kinase inhibitor in patients with advanced solid tumors"
"74949090791","20028771","10.1158/1078-0432.CCR-09-0694","2-s2.0-74949090791","2010-01-01","Phase I study of the angiogenesis inhibitor BIBF 1120 in patients with advanced solid tumors"
"84864955678","22345119","10.1093/annonc/mdr596","2-s2.0-84864955678","2012-08-01","A phase I, open-label dose-escalation study of continuous treatment with bibf 1120 in combination with paclitaxel and carboplatin as first-line treatment in patients with advanced non-small-cell lung cancer"
"77952325749","20460487","10.1158/1078-0432.CCR-09-2944","2-s2.0-77952325749","2010-05-15","Phase I open-label study of continuous treatment with BIBF 1120, a triple angiokinase inhibitor, and pemetrexed in pretreated non-small cell lung cancer patients"
"79957452054","21212157","10.1093/annonc/mdq618","2-s2.0-79957452054","2011-06-06","A phase II double-blind study to investigate efficacy and safety of two doses of the triple angiokinase inhibitor BIBF 1120 in patients with relapsed advanced non-small-cell lung cancer"
"84892967581","24411639","10.1016/S1470-2045(13)70586-2","2-s2.0-84892967581","2014-02-01","Docetaxel plus nintedanib versus docetaxel plus placebo in patients with previously treated non-small-cell lung cancer (LUME-Lung 1): A phase 3, double-blind, randomised controlled trial"
"84888427862","23803182","","2-s2.0-84888427862","2013-08-01","Targeted inhibition of VEGF receptor 2: an update on ramucirumab."
"0036023438","12171905","","2-s2.0-0036023438","2002-08-19","Anti-vascular endothelial growth factor receptor 2 antibody reduces tumorigenicity and metastasis in orthotopic prostate cancer xenografts via induction of endothelial cell apoptosis and reduction of endothelial cell matrix metalloproteinase type 9 production"
"84906529047","","10.1097/JTO.0000000000000273","2-s2.0-84906529047","2014-08-28","A phase II, open-label study of ramucirumab in combination with paclitaxel and carboplatin as first-line therapy in patients with stage IIIB/IV non-small-cell lung cancer"
"84897048556","24487788","10.1007/s00428-013-1533-y","2-s2.0-84897048556","2014-01-01","Biomarkers for gastric cancer: Prognostic, predictive or targets of therapy?"
"84869097283","23102520","10.1016/j.ctrv.2012.09.007","2-s2.0-84869097283","2013-02-01","Current questions for the treatment of advanced gastric cancer"
"75549083827","20130423","10.1159/000279388","2-s2.0-75549083827","2010-02-01","EGFR signaling and drug discovery"
"70649098325","19959074","10.1016/S1470-2045(09)70315-8","2-s2.0-70649098325","2009-12-01","Evolving novel anti-HER2 strategies"
"78249282604","21054651","10.1111/j.1523-5378.2010.00782.x","2-s2.0-78249282604","2010-09-01","Genetic and Epigenetic Alteration in Gastric Carcinogenesis"
"84860487790","22222640","10.1038/modpathol.2011.198","2-s2.0-84860487790","2012-05-01","HER2 testing in gastric cancer: A practical approach"
"84868630658","","10.7150/jca.4090","2-s2.0-84868630658","2012-04-23","HER2 as a prognostic marker in gastric cancer - A systematic analysis of data from the literature"
"84902318168","24633707","10.1007/s00428-014-1567-9","2-s2.0-84902318168","2014-01-01","Interpretation of HER2 tests in gastric cancer: Confirmation of interobserver differences and validation of a QA/QC educational program"
"84904751533","24557541","10.1007/s13277-014-1693-7","2-s2.0-84904751533","2014-01-01","Prognostic significance of HER2 expression based on trastuzumab for gastric cancer (ToGA) criteria in gastric cancer: An updated meta-analysis"
"84899645435","24782605","10.3748/wjg.v20.i16.4526","2-s2.0-84899645435","2014-04-28","Role of human epidermal growth factor receptor 2 in gastric cancer: Biological and pharmacological aspects"
"84901516142","","10.1007/s11864-014-0292-6","2-s2.0-84901516142","2014-05-09","HER2 Directed Therapy for Gastric/Esophageal Cancers"
"42649133793","18397279","10.1111/j.1365-2559.2008.03021.x","2-s2.0-42649133793","2008-05-01","EGFR in gastric carcinomas: Prognostic significance of protein overexpression and high gene copy number"
"80051647503","21709195","10.1200/JCO.2010.33.6313","2-s2.0-80051647503","2011-08-01","Prognostic implications of altered human epidermal growth factor receptors (HERs) in gastric carcinomas: HER2 and HER3 are predictors of poor outcome"
"84868560972","22977193","10.1158/1078-0432.CCR-12-1318","2-s2.0-84868560972","2012-11-01","Impact of expression of human epidermal growth factor receptors EGFR and ERBB2 on survival in stage II/III gastric cancer"
"84883401358","23871709","10.1016/j.arcmed.2013.07.001","2-s2.0-84883401358","2013-01-01","Prognostic role of human epidermal growth factor receptor in gastric cancer: A systematic review and meta-analysis"
"77649085714","20009775","10.1097/JTO.0b013e3181c5e334","2-s2.0-77649085714","2010-02-01","A phase II study of perioperative concurrent chemotherapy, gefitinib, and hyperfractionated radiation followed by maintenance gefitinib in locoregionally advanced esophagus and gastroesophageal junction cancer"
"80052439302","21811258","10.1038/bjc.2011.280","2-s2.0-80052439302","2011-09-06","Phase II trial of modified FOLFOX6 and erlotinib in patients with metastatic or advanced adenocarcinoma of the oesophagus and gastro-oesophageal junction"
"0036252329","12008203","10.1016/S0959-8049(02)00013-8","2-s2.0-0036252329","2002-05-15","Effects of combination anti-vascular endothelial growth factor receptor and anti-epidermal growth factor receptor therapies on the growth of gastric cancer in a nude mouse model"
"84876378081","23599627","10.3748/wjg.v19.i13.2073","2-s2.0-84876378081","2013-04-07","Clinicopathological and prognostic significance of galectin-1 and vascular endothelial growth factor expression in gastric cancer"
"2342559981","15122205","","2-s2.0-2342559981","2004-05-01","The TOR pathway: A target for cancer therapy"
"58149158076","18708754","10.4161/cbt.7.9.6416","2-s2.0-58149158076","2008-09-01","Everolimus (RAD001) and anti-angiogenic cyclophosphamide show long-term control of gastric cancer growth in vivo"
"0342858949","10785360","10.1016/S1357-2725(00)00007-8","2-s2.0-0342858949","2000-06-01","4E binding protein 1 expression is inversely correlated to the progression of gastrointestinal cancers"
"74949131430","19783551","10.1093/jjco/hyp120","2-s2.0-74949131430","2009-09-25","Phase I clinical and pharmacokinetic study of Rad001 (everolimus) administered daily to Japanese patients with advanced solid tumors"
"77951635629","20231677","10.1200/JCO.2009.26.2923","2-s2.0-77951635629","2010-04-10","Multicenter phase II study of everolimus in patients with previously treated metastatic gastric cancer"
"84881542709","23453860","10.1016/j.ctrv.2013.02.001","2-s2.0-84881542709","2013-11-01","The emerging role of MET/HGF inhibitors in oncology"
"84861733799","22566105","10.1038/nrclinonc.2012.71","2-s2.0-84861733799","2012-06-01","MET: A promising anticancer therapeutic target"
"84892394160","24223894","10.1371/journal.pone.0079137","2-s2.0-84892394160","2013-11-04","c-Met as a prognostic marker in gastric cancer: A systematic review and meta-analysis"
"84887617202","24075125","10.1016/j.lungcan.2013.08.027","2-s2.0-84887617202","2013-12-01","A randomized, phase II study of vandetanib maintenance for advanced or metastatic non-small-cell lung cancer following first-line platinum-doublet chemotherapy"
"84880923313","23689430","10.1097/JTO.0b013e3182937317","2-s2.0-84880923313","2013-08-01","Vandetanib plus chemotherapy for induction followed by vandetanib or placebo as maintenance for patients with advanced non-small-cell lung cancer: A randomized phase 2 PrECOG study (PrE0501)"
"44149090296","18483217","10.1101/gad.1653708","2-s2.0-44149090296","2008-05-15","Role of platelet-derived growth factors in physiology and medicine"
"84875008449","","10.2147/OTT.S42245","2-s2.0-84875008449","2013-03-20","Docetaxel-carboplatin in combination with erlotinib and/or bevacizumab in patients with non-small cell lung cancer"
"84866856702","22967508","10.1073/pnas.1208324109","2-s2.0-84866856702","2012-09-25","Collaborative interplay between FGF-2 and VEGF-C promotes lymphangiogenesis and metastasis"
"84879292510","23729403","10.1158/1535-7163.MCT-12-0995","2-s2.0-84879292510","2013-06-01","BIBF 1120 (nintedanib), a triple angiokinase inhibitor, induces hypoxia but not EMT and blocks progression of preclinical models of lung and pancreatic cancer"
"84883360843","23788751","10.1093/annonc/mdt212","2-s2.0-84883360843","2013-09-01","A randomized, double-blind, phase ii study of erlotinib with or without sunitinib for the second-line treatment of metastatic non-small-cell lung cancer (NSCLC)"
"84893413347","24419419","10.1097/JTO.0000000000000071","2-s2.0-84893413347","2014-02-01","CALGB 30704 (Alliance): A randomized phase ii study to assess the efficacy of pemetrexed or sunitinib or pemetrexed plus sunitinib in the second-line treatment of advanced non-small-cell lung cancer"
"34548443831","17658244","10.1016/j.cellsig.2007.05.013","2-s2.0-34548443831","2007-10-01","Vascular endothelial growth factor receptor-2: Structure, function, intracellular signalling and therapeutic inhibition"
"84893352389","24419239","10.1093/annonc/mdt552","2-s2.0-84893352389","2014-01-01","Phase III study (MONET1) of motesanib plus carboplatin/ paclitaxel in patients with advanced nonsquamous nonsmall-cell lung cancer (NSCLC): Asian subgroup analysis"
"84860505684","22244743","10.1016/j.lungcan.2011.12.005","2-s2.0-84860505684","2012-06-01","Randomized phase II study of first-line carboplatin-paclitaxel with or without bevacizumab in Japanese patients with advanced non-squamous non-small-cell lung cancer"
"33747810445","17326328","10.2147/vhrm.2006.2.3.213","2-s2.0-33747810445","2006-08-30","Angiogenesis in cancer"
"79955943755","21196371","","2-s2.0-79955943755","2011-01-01","Angiogenic and lymphangiogenic cascades in the tumor microenvironment"
"84865721505","22851564","10.1200/JCO.2011.39.7646","2-s2.0-84865721505","2012-09-01","Phase III, randomized, double-blind, placebo-controlled trial of gemcitabine/cisplatin alone or with sorafenib for the first-line treatment of advanced, nonsquamous non-small-cell lung cancer"
"84880212274","23790097","10.1517/13543784.2013.812630","2-s2.0-84880212274","2013-08-01","BIBF 1120/nintedanib: A new triple angiokinase inhibitor-directed therapy in patients with non-small cell lung cancer"
"84865095318","22753922","10.1200/JCO.2011.41.4987","2-s2.0-84865095318","2012-08-22","International, randomized, placebo-controlled, double-blindphase III study of motesanib plus carboplatin/paclitaxel in patients with advanced nonsquamous non-small-cell lung cancer: MONET1"
"79952943038","21204634","10.3109/00498254.2010.545452","2-s2.0-79952943038","2011-04-01","Pharmacokinetics and metabolism of BIBF 1120 after oral dosing to healthy male volunteers"
"80155191242","21953712","10.1002/emmm.201100176","2-s2.0-80155191242","2011-11-01","Oncogene addiction as a foundational rationale for targeted anti-cancer therapy: Promises and perils"
"84866625336","22982658","10.1097/JTO.0b013e31826149ba","2-s2.0-84866625336","2012-10-01","A double-blind randomized discontinuation phase-ii study of sorafenib (BAY 43-9006) in previously treated non-small-cell lung cancer patients: Eastern cooperative oncology group study E2501"
"33646568784","16682732","10.1200/JCO.2005.05.2308","2-s2.0-33646568784","2006-05-10","Patterns of cancer incidence, mortality, and prevalence across five continents: Defining priorities to reduce cancer disparities in different geographic regions of the world"
"84872967522","23335087","10.3322/caac.21166","2-s2.0-84872967522","2013-01-01","Cancer statistics, 2013"
"84864239201","22646280","10.5858/arpa.2011-0168-RS","2-s2.0-84864239201","2012-06-01","HER2/neu gene amplification and protein overexpression in gastric and gastroesophageal junction adenocarcinoma: A review of histopathology, diagnostic testing, and clinical implications"
"77956945071","20696687","10.1136/jcp.2010.076570","2-s2.0-77956945071","2010-09-01","A study of HER2 gene amplification and protein expression in gastric cancer"
"83655163939","21617522","10.1097/PAI.0b013e31821c821c","2-s2.0-83655163939","2012-01-01","HER2 expression in gastric and gastroesophageal junction adenocarcinoma in a US population: Clinicopathologic analysis with proposed approach to HER2 assessment"
"84901677114","24816255","10.1038/ng.2984","2-s2.0-84901677114","2014-01-01","Recurrent gain-of-function mutations of RHOA in diffuse-type gastric carcinoma"
"78649420006","21102609","10.1038/nrm3012","2-s2.0-78649420006","2010-12-01","MET signalling: Principles and functions in development, organ regeneration and cancer"
"84555202728","22042966","10.1200/JCO.2011.37.7929","2-s2.0-84555202728","2011-12-20","MET signaling pathway: A rational target for cancer therapy"
"84859377144","22238368","10.1158/1535-7163.MCT-11-0754","2-s2.0-84859377144","2012-03-01","MET activation mediates resistance to lapatinib inhibition of HER2-amplified gastric cancer cells"
"34249324494","17483355","10.1158/0008-5472.CAN-06-4443","2-s2.0-34249324494","2007-05-01","An orally available small-molecule inhibitor of c-Met, PF-2341066, exhibits cytoreductive antitumor efficacy through antiproliferative and antiangiogenic mechanisms"
"79960088597","","10.1177/1758834011408636","2-s2.0-79960088597","2011-01-01","The role of the c-Met pathway in lung cancer and the potential for targeted therapy"
"0037478437","12726861","10.1016/S1535-6108(03)00085-0","2-s2.0-0037478437","2003-01-01","Hypoxia promotes invasive growth by transcriptional activation of the met protooncogene"
"0027055114","1333188","10.1016/0006-291X(92)91548-5","2-s2.0-0027055114","1992-11-30","Frequent amplification of the c-met gene in scirrhous type stomach cancer"
"0036145250","11837710","10.1023/A:1013275706401","2-s2.0-0036145250","2002-01-29","p53 mutation pattern and expression of c-erbB2 and c-met in gastric cancer: Relation to histological subtypes, Helicobacter pylori infection, and prognosis"
"0033135820","10223227","10.1002/(SICI)1097-0142(19990501)85:9&lt;1894::AID-CNCR3&gt;3.0.CO;2-J","2-s2.0-0033135820","1999-05-01","The prognostic significance of amplification and overexpression of c- met and c-erb B-2 in human gastric carcinomas"
"0031858312","9732228","","2-s2.0-0031858312","1998-09-01","Amplification of the c-met, c-erbB-2 and epidermal growth factor receptor gene in human gastric cancers: Correlation to clinical features"
"0031657056","9759658","","2-s2.0-0031657056","1998-09-01","Amplification of c-myc, K-sam, and c-met in gastric cancers: Detection by fluorescence in situ hybridization"
"79954471845","21424128","10.3892/or.2011.1219","2-s2.0-79954471845","2011-06-01","Impact of MET amplification on gastric cancer: Possible roles as a novel prognostic marker and a potential therapeutic target"
"84863719409","22644302","10.1038/bjc.2012.237","2-s2.0-84863719409","2012-07-10","MET in gastric carcinomas: Comparison between protein expression and gene copy number and impact on clinical outcome"
"84896734688","24804300","10.1002/cncr.28454","2-s2.0-84896734688","2014-03-01","MET amplification is not rare and predicts unfavorable clinical outcomes in patients with recurrent/metastatic gastric cancer after chemotherapy"
"63849163410","19255323","10.1200/JCO.2008.19.1635","2-s2.0-63849163410","2009-04-01","Increased MET gene copy number negatively affects survival of surgically resected non-small-cell lung cancer patients"
"84863229341","22207554","","2-s2.0-84863229341","2012-02-01","High MET copy number and MET overexpression: Poor outcome in non-small cell lung cancer patients"
"84897124916","24416238","10.1371/journal.pone.0084502","2-s2.0-84897124916","2014-01-08","Prognostic significance of MET amplification and expression in gastric cancer: A systematic review with meta-analysis"
"84859889031","21796631","10.1002/ijc.26330","2-s2.0-84859889031","2012-06-15","Co-expression of hepatocyte growth factor and c-Met predicts peritoneal dissemination established by autocrine hepatocyte growth factor/c-Met signaling in gastric cancer"
"84927177786","24663077","10.1038/tpj.2014.11","2-s2.0-84927177786","2014-01-01","Clinical impact of the HGF/MET pathway activation in patients with advanced gastric cancer treated with palliative chemotherapy"
"84871592260","23110808","10.1093/annonc/mds520","2-s2.0-84871592260","2013-01-01","Seminars in clinical pharmacology: An introduction to met inhibitors for the medical oncologist"
"84879071011","23724913","10.1056/NEJMoa1214886","2-s2.0-84879071011","2013-06-24","Crizotinib versus chemotherapy in advanced ALK-positive lung cancer"
"84863786449","22729845","10.1158/1535-7163.MCT-11-0934","2-s2.0-84863786449","2012-07-01","Antitumor action of the MET tyrosine kinase inhibitor crizotinib (PF-02341066) in gastric cancer positive for MET amplification"
"84875241735","23348694","10.1016/j.canlet.2013.01.015","2-s2.0-84875241735","2013-05-10","KRC-408, a novel c-Met inhibitor, suppresses cell proliferation and angiogenesis of gastric cancer"
"84875733618","23379595","10.1021/jm301619u","2-s2.0-84875733618","2013-03-28","Discovery of 1-[3-(1-methyl-1H-pyrazol-4-yl)-5-oxo-5H-benzo[4,5] cyclohepta[1,2-b]pyridin-7-yl]-N-(pyridin-2-ylmethyl)methanesulfonamide (MK-8033): A specific c-Met/Ron dual kinase inhibitor with preferential affinity for the activated state of c-Met"
"84863838764","22617250","10.1097/JTO.0b013e318257cc89","2-s2.0-84863838764","2012-08-01","C-met inhibitor MK-8003 radiosensitizes c-met-expressing non-small-cell lung cancer cells with radiation-induced c-met-expression"
"71849098261","19832844","10.1111/j.1349-7006.2009.01343.x","2-s2.0-71849098261","2010-01-01","E7050: A dual c-Met and VEGFR-2 tyrosine kinase inhibitor promotes tumor regression and prolongs survival in mouse xenograft models"
"84863234710","22317763","10.1158/1078-0432.CCR-11-1171","2-s2.0-84863234710","2012-03-15","Met kinase inhibitor E7050 reverses three different mechanisms of hepatocyte growth factor-induced tyrosine kinase inhibitor resistance in EGFR mutant lung cancer"
"80051974548","21768463","10.1200/JCO.2010.34.0570","2-s2.0-80051974548","2011-08-20","Randomized phase II study of erlotinib plus tivantinib versus erlotinib plus placebo in previously treated non-small-cell lung cancer"
"84877848587","23598276","10.1158/0008-5472.CAN-12-3256","2-s2.0-84877848587","2013-05-15","Cytotoxic activity of tivantinib (ARQ 197) is not due solely to c-MET inhibition"
"33750683969","17062691","10.1158/1078-0432.CCR-05-1418","2-s2.0-33750683969","2006-10-15","A novel one-armed anti-c-Met antibody inhibits glioblastoma growth in vivo"
"84885659944","23671132","10.1093/carcin/bgt159","2-s2.0-84885659944","2013-09-01","SB365, Pulsatilla saponin D, targets c-Met and exerts antiangiogenic and antitumor activities"
"49649127657","","10.1158/1078-0432.CCR-07-2248","2-s2.0-49649127657","2008-05-15","Mechanisms of acquired resistance to epidermal growth factor receptor tyrosine kinase inhibitors in non-small cell lung cancer"
"56449089812","19010923","10.1158/0008-5472.CAN-08-1643","2-s2.0-56449089812","2008-11-15","Hepatocyte growth factor induces gefitinib resistance of lung adenocarcinoma with epidermal growth factor receptor-activating mutations"
"56249137901","18974395","10.1158/1535-7163.MCT-08-0374","2-s2.0-56249137901","2008-11-01","HER kinase activation confers resistance to MET tyrosine kinase inhibition in MET oncogene-addicted gastric cancer cells"
"33646889748","16357062","10.1152/ajpgi.00253.2005","2-s2.0-33646889748","2006-06-01","Heregulin-α and heregulin-β expression is linked to a COX-2-PGE2 pathway in human gastric fibroblasts"
"0347123433","14708027","","2-s2.0-0347123433","2004-01-01","Tumour-educated macrophages promote tumour progression and metastasis"
"0025828180","2052572","","2-s2.0-0025828180","1991-06-01","The TPR-MET oncogenic rearrangement is present and expressed in human gastric carcinoma and precursor lesions"
"84896586734","23536352","","2-s2.0-84896586734","2013-03-01","[Clinical study of the predictors to neoadjuvant chemotherapy in patients with advanced gastric cancer]."
"79551693356","21098338","10.1158/1078-0432.CCR-10-0568","2-s2.0-79551693356","2011-02-01","HGF rescues colorectal cancer cells from EGFR inhibition via MET activation"
"40449113978","18316611","10.1158/0008-5472.CAN-07-5962","2-s2.0-40449113978","2008-03-01","Met receptor contributes to trastuzumab resistance of Her2-overexpressing breast cancer cells"
"77952221559","20406949","10.1158/1535-7163.MCT-10-0002","2-s2.0-77952221559","2010-05-01","Identification of c-Src as a potential therapeutic target for gastric cancer and of MET activation as a cause of resistance to c-Src inhibition"
"77957328515","20841479","10.1158/0008-5472.CAN-10-0436","2-s2.0-77957328515","2010-10-01","MET and KRAS gene amplification mediates acquired resistance to MET tyrosine kinase inhibitors"
"84862697903","22745804","10.1371/journal.pone.0039653","2-s2.0-84862697903","2012-06-22","A novel SND1-BRAF fusion confers resistance to c-Met inhibitor PF-04217903 in GTL16 cells though MAPK activation"
"84895807143","24518603","10.1038/bjc.2014.61","2-s2.0-84895807143","2014-03-04","HER2, MET and FGFR2 oncogenic driver alterations define distinct molecular segments for targeted therapies in gastric carcinoma"
"78650865669","20852593","10.1038/modpathol.2010.183","2-s2.0-78650865669","2011-01-01","Gastric cardiac carcinomas involving the esophagus are more adequately staged as gastric cancers by the 7th edition of the American Joint Commission on Cancer Staging System"
"0033012995","10092127","10.1002/(SICI)1098-2264(199904)24:4&lt;299::AID-GCC2&gt;3.0.CO;2-U","2-s2.0-0033012995","1999-04-01","Gains, losses, and amplifications of genomic materials in primary gastric cancers analyzed by comparative genomic hybridization"
"84861428324","22640970","10.1186/1746-1596-7-57","2-s2.0-84861428324","2012-05-28","The clinicopathologic association of c-MET overexpression in Iranian gastric carcinomas; an immunohistochemical study of tissue microarrays"
